PARK NUMBER,PARK NAME,STREET ADDRESS,ZIP,ACRES,WARD,PARK CLASS,LABEL,WHEELCHAIR ACCESSIBLE BALL FIELDS,ALFRED CALDWELL LILY POND,ARCHERY RANGE,ARTIFICIAL TURF FIELDS,BAND SHELL,BASEBALL BATTING CAGES,BASKETBALL BACKBOARDS,BASKETBALL COURTS,BEACH,BOAT LAUNCH (MOTORIZED),BOAT LAUNCH (NON-MOTORIZED),BOAT SLIPS,BOCCE COURT,BOWLING GREEN,CASTING AREA,CHESS PAVILLION,FOOTBALL SOCCER COMBO,COMMUNITY GARDEN,CONSERVATORY,CULTURAL CENTER,DOG-FRIENDLY,FITNESS CENTER,FITNESS COURSES,GALLERY,GARDEN,GOLF COURSE,GOLF DRIVING RANGE,GOLF PUTTING GREENS,GYMNASIUM,GYMNASTIC CENTERS,HANDBALL/RAQUETBALL COURT,HANDBALL,HORSESHOE COURTS,ICE SKATING,POOL INDOOR,BASEBALL JR/SOFTBALL/T-BALL,MOUNTAIN BIKE TRAIL,NATURE CENTER,POOL OUTDOOR,PAVILLION,ZOO,PLAYGROUND,PLAYGROUND PARK,ROWING CLUB,VOLLEYBALL,SENIOR CENTER,SHUFFLEBOARD,SKATE PARK,SLED HILL,SPORT ROLLER COURTS,SPRAY FEATURE,BASEBALL SR,TENNIS COURTS,TRACK,VOLLEYBALL SAND,WATER PLAYGROUND,WATER SLIDE,BOXING CENTER,WETLAND AREA,LAGOON,CAROUSEL,CROQUET,GOLF COURSE MINIATURE,MODEL TRAIN DISPLAY,MODEL YACHT BASIN,CRICKET FIELD,LOCATION,LATITUDE,LONGITUDE,NORM ACRES
532,PARK NO. 532,4101 S. LAKE PARK AVE,60653.0,2.85,4,NEIGHBORHOOD PARK,Park No. 532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4101 S. LAKE PARK AVE60653
(41.819601888571725, -87.6004776351086)",41.8196019,-87.6004776,1.6881943
1260,NORTH SHORE BEACH,1040 W NORTH SHORE AVE,60626.0,0.66,49,PASSIVE PARK,North Shore Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1040 W NORTH SHORE AVE60626
(42.00372118627414, -87.65806654411683)",42.0037212,-87.6580665,0.8124038
19,JACKSON (ANDREW),6401 S STONY ISLAND AVE,60637.0,542.89,5,MAGNET PARK,Jackson (Andrew),0,0,0,1,0,0,8,4,2,0,1,3,0,2,0,0,4,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,24,1,0,1,0,0,0,2,0,1,0,0,0,0,"6401 S STONY ISLAND AVE60637
(41.77871315945346, -87.58634165308793)",41.7787132,-87.5863417,23.3
1251,COLUMBIA BEACH,1040 W COLUMBIA AVE,60626.0,0.32,49,PASSIVE PARK,Columbia Beach,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1040 W COLUMBIA AVE60626
(42.00472247892974, -87.65844728500072)",42.0047225,-87.6584473,0.5656854
241,MATHER (STEPHEN TYNG),5835 N LINCOLN AVE,60659.0,14.06,40,REGIONAL PARK,Mather,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"5835 N LINCOLN AVE60659
(41.98749492038529, -87.70239062431834)",41.9874949,-87.7023906,3.7496667
1078,ANDERSONVILLE,5233 N ASHLAND AVE,60640.0,0.22,40,MINI-PARK,Andersonville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5233 N ASHLAND AVE60640
(41.9771711048617, -87.66957070816875)",41.9771711,-87.6695707,0.4690416
229,HIAWATHA,8029 W FOREST PRESERVE AVE,60634.0,12.08,36,COMMUNITY PARK,Hiawatha,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"8029 W FOREST PRESERVE AVE60634
(41.94416740107104, -87.82730104043402)",41.9441674,-87.827301,3.4756294
244,GATELY (JAMES),810 E 103RD ST,60628.0,25.04,8,COMMUNITY PARK,Gately,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"810 E 103RD ST60628
(41.707541942177976, -87.60373417753736)",41.7075419,-87.6037342,5.0039984
129,AMUNDSEN (ROALD),6200 W BLOOMINGDALE AVE,60639.0,15.46,36,COMMUNITY PARK,Amundsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6200 W BLOOMINGDALE AVE60639
(41.91289757680437, -87.78068935572418)",41.9128976,-87.7806894,3.9319207
512,PARK NO. 512,1800 N ASHLAND AVE,60614.0,1.15,32,UNIMPROVED PARK,Park No. 512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1800 N ASHLAND AVE60614
(41.92230000000001, -87.65132999999997)",41.9223,-87.65133,1.0723805
379,WHITE (EDWARD),1120 W 122ND ST,60643.0,4.59,34,NEIGHBORHOOD PARK,White (Edward),0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"1120 W 122ND ST60643
(41.6722893273225, -87.64989065298528)",41.6722893,-87.6498907,2.1424285
3,ARMOUR (PHILIP) SQUARE,3309 S SHIELDS AVE,60616.0,8.22,11,COMMUNITY PARK,Armour Square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"3309 S SHIELDS AVE60616
(41.83438777045396, -87.6351365401036)",41.8343878,-87.6351365,2.8670542
1098,EMERALD,5600 S EMERALD AVE,60621.0,0.2,3,MINI-PARK,Emerald,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5600 S EMERALD AVE60621
(41.79230775432685, -87.64396202896899)",41.7923078,-87.643962,0.4472136
187,BRANDS,3285 N ELSTON AVE,60618.0,5.28,33,COMMUNITY PARK,Brands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"3285 N ELSTON AVE60618
(41.94099278508439, -87.70050716090475)",41.9409928,-87.7005072,2.2978251
1018,WILSON (JOHN) COMM. CTR.,3225 S RACINE AVE,60608.0,0.14,11,COMMUNITY PARK,Wilson (John) Comm. Ctr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3225 S RACINE AVE60608
(41.83532668245461, -87.65587675796482)",41.8353267,-87.6558768,0.3741657
1041,KENSINGTON,345 E 118TH ST,60628.0,4.88,9,NEIGHBORHOOD PARK,Kensington,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"345 E 118TH ST60628
(41.67987659512123, -87.61635219604528)",41.6798766,-87.6163522,2.2090722
516,CANALPORT RIVERWALK,2900 S ASHLAND AVE,60608.0,5.39,11,PASSIVE PARK,Canalport Riverwalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2900 S ASHLAND AVE60608
(41.840550176780745, -87.66587552032554)",41.8405502,-87.6658755,2.3216374
493,KELLY (JOHN),3800 N SEMINARY AVE,60613.0,1.32,44,PASSIVE PARK,Kelly (John),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3800 N SEMINARY AVE60613
(41.95109006650025, -87.65689178585939)",41.9510901,-87.6568918,1.1489125
296,DOOLEY (THOMAS),3426 W 77TH ST,60652.0,1.27,18,NEIGHBORHOOD PARK,Dooley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3426 W 77TH ST60652
(41.7534225361982, -87.7084642083754)",41.7534225,-87.7084642,1.1269428
4,FULLER (MELVILLE),331 W 45TH ST,60609.0,10.5,11,COMMUNITY PARK,Fuller,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,"331 W 45TH ST60609
(41.81245740046775, -87.63416660754879)",41.8124574,-87.6341666,3.2403703
18,TULEY (MURRAY),501 E 90TH PL,60619.0,20.19,6,REGIONAL PARK,Tuley,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"501 E 90TH PL60619
(41.73041578589959, -87.61190764960114)",41.7304158,-87.6119076,4.4933284
1242,SENECA,228 E CHICAGO AVE,60611.0,0.82,42,NEIGHBORHOOD PARK,Seneca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"228 E CHICAGO AVE60611
(41.89684581350813, -87.62164170332684)",41.8968458,-87.6216417,0.9055385
1061,SCHREIBER,1552 W SCHREIBER AVE,60626.0,1.71,40,NEIGHBORHOOD PARK,Schreiber,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1552 W SCHREIBER AVE60626
(41.999061620431576, -87.66941065141224)",41.9990616,-87.6694107,1.3076697
1064,TILTON (GEORGE),305 N KOSTNER,60624.0,0.98,0,NEIGHBORHOOD PARK,Tilton,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"305 N KOSTNER60624
(41.88571687790375, -87.73552932427177)",41.8857169,-87.7355293,0.9899495
84,KILBOURN,3501 N KILBOURN AVE,60641.0,11.93,35,COMMUNITY PARK,Kilbourn,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"3501 N KILBOURN AVE60641
(41.94441192501492, -87.73957059127865)",41.9444119,-87.7395706,3.4539832
1111,HANSBERRY (LORRAINE),5635 S INDIANA AVE,60637.0,0.25,20,MINI-PARK,Hansberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5635 S INDIANA AVE60637
(41.7922717996933, -87.62069716882426)",41.7922718,-87.6206972,0.5
1048,MEMORIAL,149 W 73RD ST,60621.0,2.69,6,NEIGHBORHOOD PARK,Memorial,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"149 W 73RD ST60621
(41.76175531219116, -87.62863768165641)",41.7617553,-87.6286377,1.6401219
245,WEST LAWN,4233 W 65TH ST,60629.0,16.73,13,REGIONAL PARK,West Lawn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4233 W 65TH ST60629
(41.77486846672091, -87.7283393427522)",41.7748685,-87.7283393,4.0902323
396,SNAPPING TURTLE,534 N ALBANY AVE,60612.0,0.15,27,MINI-PARK,Snapping Turtle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"534 N ALBANY AVE60612
(41.89090102143409, -87.70400387632914)",41.890901,-87.7040039,0.3872983
554,PARK NO. 554,1805 N ALBANY AVE,60647.0,0.44,26,UNIMPROVED PARK,Park No. 554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1805 N ALBANY AVE60647
(41.91391294723866, -87.70517328492383)",41.9139129,-87.7051733,0.663325
57,MONUMENT,6700 N AVONDALE AVE,60631.0,0.98,41,NEIGHBORHOOD PARK,Monument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6700 N AVONDALE AVE60631
(42.00240623492181, -87.81850584705626)",42.0024062,-87.8185058,0.9899495
1068,WAGNER (CLARENCE),948 W 51ST ST,60609.0,0.93,11,NEIGHBORHOOD PARK,Wagner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"948 W 51ST ST60609
(41.80158755973838, -87.64895563253063)",41.8015876,-87.6489556,0.9643651
1083,BIXLER (RAY),5641 S KENWOOD AVE,60637.0,0.95,5,NEIGHBORHOOD PARK,Bixler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5641 S KENWOOD AVE60637
(41.792875219210096, -87.59318440045139)",41.7928752,-87.5931844,0.9746794
558,PARK NO. 558,10609-15 S WESTERN AVE,60643.0,0.53,19,UNIMPROVED PARK,Park No. 558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10609-15 S WESTERN AVE60643
(41.696250000000134, -87.66084000000001)",41.69625,-87.66084,0.728011
1030,FOSCO (PETER),1313 S THROOP ST,60608.0,3.33,1,NEIGHBORHOOD PARK,Fosco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1313 S THROOP ST60608
(41.86477993410835, -87.65877142270114)",41.8647799,-87.6587714,1.8248288
148,SHABBONA,6935 W ADDISON,60634.0,18.59,36,REGIONAL PARK,Shabbona,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"6935 W ADDISON60634
(41.94534958225733, -87.79940650909089)",41.9453496,-87.7994065,4.3116122
264,BOGAN (WILLIAM),3939 W 79TH ST,60652.0,19.33,18,REGIONAL PARK,Bogan,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"3939 W 79TH ST60652
(41.749426646975735, -87.72024569344042)",41.7494266,-87.7202457,4.3965896
283,ERHLER (WILLIAM),2230 W CORTLAND ST,60647.0,0.83,32,NEIGHBORHOOD PARK,Erhler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2230 W CORTLAND ST60647
(41.91618378081068, -87.6831756500542)",41.9161838,-87.6831757,0.9110434
189,CALIFORNIA,3843 N CALIFORNIA AVE,60618.0,13.52,33,COMMUNITY PARK,California,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"3843 N CALIFORNIA AVE60618
(41.951111371599815, -87.69813275616544)",41.9511114,-87.6981328,3.6769553
530,DALEY (RICHARD J.),3150 S WESTERN AVE,60608.0,2.67,0,UNIMPROVED PARK,Daley (Richard J.),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3150 S WESTERN AVE60608
(41.83556866674708, -87.68465399204362)",41.8355687,-87.684654,1.6340135
1257,JARVIS (R.J.) BEACH,1234 W JARVIS AVE,60626.0,0.55,49,NEIGHBORHOOD PARK,Jarvis Beach,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1234 W JARVIS AVE60626
(42.0161355896905, -87.66352349874863)",42.0161356,-87.6635235,0.7416198
5,CORNELL (PAUL) SQUARE,1809 W 50TH ST,60609.0,8.19,14,COMMUNITY PARK,Cornell Square,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"1809 W 50TH ST60609
(41.80302567756718, -87.66990815817904)",41.8030257,-87.6699082,2.8618176
156,JACOB,4674 N VIRGINIA AVE,60625.0,0.39,40,MINI-PARK,Jacob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4674 N VIRGINIA AVE60625
(41.966419635850755, -87.69779267688513)",41.9664196,-87.6977927,0.6244998
321,ASPEN,4237 S WABASH AVE,60653.0,0.2,3,MINI-PARK,Aspen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4237 S WABASH AVE60653
(41.8176359971553, -87.62458343398094)",41.817636,-87.6245834,0.4472136
1267,LYLE (JOHN),7700 S WALLACE ST,60620.0,1.46,17,PASSIVE PARK,Lyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7700 S WALLACE ST60620
(41.75426401359369, -87.63990966510175)",41.754264,-87.6399097,1.2083046
158,SUNKEN GARDENS,2634 W SUNNYSIDE AVE,60625.0,0.16,47,PASSIVE PARK,Sunken Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2634 W SUNNYSIDE AVE60625
(41.96314269858135, -87.69480494835405)",41.9631427,-87.6948049,0.4
1039,KEDVALE,4140 W HIRSCH ST,60651.0,0.78,31,NEIGHBORHOOD PARK,Kedvale,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4140 W HIRSCH ST60651
(41.90629351661185, -87.73027524116445)",41.9062935,-87.7302752,0.8831761
1043,WHITE (WILLYE B.),7631 N ASHLAND AVE,60626.0,0.88,0,COMMUNITY PARK,White (Willye B.),0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7631 N ASHLAND AVE60626
(42.02074579943063, -87.6706256233563)",42.0207458,-87.6706256,0.9380832
128,MOZART (AMADEUS),2036 N AVERS AVE,60647.0,4.41,31,COMMUNITY PARK,Mozart,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2036 N AVERS AVE60647
(41.917891809336695, -87.72295685946894)",41.9178918,-87.7229569,2.1
1059,SAIN (HARRY),2453 W MONROE ST,60612.0,0.93,27,NEIGHBORHOOD PARK,Sain,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2453 W MONROE ST60612
(41.88019226578892, -87.68704714499978)",41.8801923,-87.6870471,0.9643651
306,DUBKIN (LEONARD),7442 N ASHLAND Blvd,60626.0,0.13,49,PASSIVE PARK,Dubkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7442 N ASHLAND Blvd60626
(42.01729757621276, -87.67037488566595)",42.0172976,-87.6703749,0.3605551
179,GRAVER (PHILIP),1518 W 102ND PL,60643.0,4.75,19,NEIGHBORHOOD PARK,Graver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"1518 W 102ND PL60643
(41.70734399383694, -87.66017862660087)",41.707344,-87.6601786,2.1794495
1042,KEN-WELL,2945 N KENOSHA AVE,60641.0,2.53,35,NEIGHBORHOOD PARK,Ken-Well,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2945 N KENOSHA AVE60641
(41.934366475104866, -87.73377232807303)",41.9343665,-87.7337723,1.5905974
1035,HORAN (ALBERT),3035 W VAN BUREN ST,60612.0,2.76,28,NEIGHBORHOOD PARK,Horan,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3035 W VAN BUREN ST60612
(41.87585201106498, -87.70238183469166)",41.875852,-87.7023818,1.6613248
